invoice_no,invoice_ref,amount,payment_method,balanced
X6176,,17341729.37,Due,True
X6193,,17345342.61,Due,True
X6196,,17345455.77,Due,True
X6203,,17345508.95,Due,True
X6204,,17345513.48,Advance,True
X6363,,17416011.76,Due,False
X6373,,17391884.57,Due,False
X6374,,17393624.52,Advance,True
X6375,,17393686.9,Due,True
X6378,,17393693.31,Advance,True
X6380,,17393695.36,Advance,True
X6383,,17394450.86,Due,True
X6384,,17399606.5,Due,True
X6385,,17394464.1,Due,True
X6389,,17394493.89,Advance,True
X6390,,17394531.09,Advance,True
X6391,,17394533.32,Advance,True
X6392,,17394540.55,Advance,True
X6405,,17398733.33,Advance,True
X6406,,17398739.77,Advance,True
X6407,,17398741.42,Due,True
X6408,,17399669.78,Due,False
X6410,,17399837.59,Due,True
X6411,,17399839.85,Due,True
X6422,,17400593.06,Advance,True
X6424,,17400605.53,Due,True
X6426,,17401344.86,Advance,True
X6428,,17401365.75,Due,True
X6429,,17404903.42,Due,True
X6430,,17407465.39,Advance,True
X6435,,17407503.54,Advance,True
X6437,,17407511.66,Advance,True
X6439,,17411711.21,Due,True
X6449,,17411752.42,Due,True
X6453,,17411784.51,Due,True
X6454,,17411787.21,Due,True
X6457,,17412591.25,Advance,True
X6458,,17412598.77,Due,False
X6460,,17413470.92,Due,True
X6469,,17413535.56,Advance,True
X6470,,17413538.46,Advance,True
X6471,,17413551.91,Due,True
X6475,,17416073.93,Due,True
X6476,,17416078.55,Due,True
X6477,,17416089.87,Due,False
X6482,,17416897.33,Due,True
X6483,,17416898.15,Due,True
X6485,,17416906.19,Advance,True
X6486,,17416908.54,Advance,True
X6488,,17419547.63,Due,False
X6489,,17419552.73,Advance,True
X6499,,17425718.44,Due,True
X6511,,17423008.39,Due,True
X6512,,17423011.49,Due,False
X6513,,17423015.97,Due,True
X6514,,17423068.8,Due,True
X6515,,17424693.67,Advance,True
X6516,,17424700.38,Due,True
X6524,,17425617.28,Advance,True
X6529,,17428153.43,Advance,True
X6532,,17428178.4,Advance,True
X6534,,17428193.01,Advance,True
X6552,,17430781.25,Due,True
X6553,,17430824.37,Advance,True
X6561,,17434214.76,Advance,True
X6562,,17434218.94,Advance,True
X6563,,17434221.13,Advance,True
X6564,,17434226.41,Advance,True
X6565,,17434229.53,Due,True
X6577,,17435959.23,Advance,True
X6579,,17440311.3,Due,True
X6580,,17440317.42,Due,True
X6584,,17440322.82,Advance,True
X6585,,17440324.43,Advance,True
X6586,,17440327.27,Advance,True
X6587,,17440330.9,Due,True
X6588,,17440334.45,Advance,True
X6589,,17440341.29,Due,True
X6590,,17440342.42,Due,True
X6591,,17441141.3,Due,True
X6601,,17442815.41,Advance,True
X6602,,17442834.4,Advance,True
X6603,,17442837.15,Due,True
X6604,,17442839.72,Due,False
X6606,,17442854.79,Due,True
X6607,,17442906.7,Advance,True
X6612,,17442930.78,Advance,True
X6615,,17443725.38,Advance,True
X6616,,17443735.21,Due,True
X6618,,17446299.16,Advance,True
X6619,,17446305.2,Advance,True
X6631,,17447235.67,Advance,True
X6632,,17447242.65,Due,True
X6634,,17448070.6,Due,True
X6635,,17448077.7,Due,True
X6636,,17448082.58,Due,True
X6637,,17448116.25,Due,True
X6641,,17448979.85,Advance,True
X6642,,17448981.07,Due,True
X6643,,17448985.7,Due,True
X6649,,17449035.81,Advance,True
X6651,,17449041.38,Advance,True
X6664,,17453236.32,Advance,True
X6665,,17453270.19,Due,True
X6666,,17453273.16,Due,True
X6667,,17453274.71,Advance,True
X6669,,17453295.05,Due,True
X6670,,17453302.22,Due,True
X6671,,17453303.19,Due,True
X6674,,17454914.34,Advance,True
X6675,,17455069.44,Advance,True
X6677,,17455088.15,Advance,True
X6695,,17459292.12,Advance,True
X6696,,17459297.13,Advance,True
X6697,,17459313.1,Due,True
X6698,,17459314.74,Due,True
X6699,,17460111.37,Advance,False
X6701,,17460143.81,Advance,False
X6708,,17462009.77,Due,False
X6710,,17462034.92,Due,False
X6711,,17463507.83,Advance,False
X6712,,17464398.07,Advance,False
X6713,,17464409.73,Due,False
X6715,,17464417.7,Due,True
X6716,,17464422.92,Due,True
X6724,,17465336.77,Advance,False
X6725,,17466109.26,Due,False
X6727,,17467100.96,Advance,False
X6728,,17467940.16,Advance,False
X6729,,17467944.25,Advance,False
X6730,,17467946.52,Advance,False
X6749,,17471388.82,Due,False
X6750,,17471390.66,Due,False
X6751,,17471393.42,Advance,False
X6752,,17471395.49,Due,False
X6753,,17471396.8,Advance,False
X6754,,17471533.03,Due,False
X6755,,17472204.47,Due,False
X6756,,17472210.05,Due,False
X6757,,17472218.35,Advance,False
X6758,,17483427.22,Due,False
X6759,,17474144.99,Due,False
X6760,,17474147.16,Advance,False
X6770,,17476584.4,Due,False
X6771,,17476587.06,Advance,False
X6772,,17476589.15,Advance,False
X6773,,17476591.64,Due,False
X6774,,17476599.63,Due,False
X6775,,17476611.24,Advance,False
X6782,,17478251.34,Advance,False
X6783,,17478273.41,Advance,False
X6784,,17478276.14,Due,False
X6785,,17478367.6,Advance,False
X6787,,17480066.62,Due,False
X6791,,17479112.65,Advance,False
X6792,,17479552.18,Advance,False
X6796,,17480006.05,Due,False
X6799,,17480018.3,Due,False
X6800,,17480019.52,Due,False
X6801,,17480024.68,Advance,False
X6802,,17480034.55,Advance,False
X6804,,17480092.37,Advance,False
X6805,,17482556.18,Advance,False
X6806,,17482556.85,Advance,False
X6807,,17482557.21,Due,False
X6808,,17482558.01,Due,False
X6809,,17482572.94,Advance,False
X6818,,17483496.51,Advance,False
X6819,,17484353.96,Advance,False
X6820,,17484397.28,Due,False
X6821,,17484409.07,Due,False
X6822,,17484410.68,Due,False
X6823,,17484422.93,Advance,False
X6824,,17485198.62,Due,False
X6831,,17486031.07,Advance,False
X6839,,17486048.36,Due,False
X6840,,17486050.24,Due,False
X6841,,17486059.44,Due,False
X6842,,17486060.25,Due,False
X6844,,17486129.85,Due,False
X6845,,17486131.21,Advance,False
X6846,,17486136.59,Advance,False
X6859,,17490331.46,Due,False
X6861,,17490427.89,Advance,False
X6862,,17490438.65,Due,False
X6864,,17490444.55,Advance,False
X6865,,17490447.71,Due,False
X6867,,17490450.8,Due,False
X6868,,17490451.51,Advance,False
X6869,,17491226.92,Advance,False
X6870,,17491230.16,Advance,False
X6872,,17491254.17,Due,False
X6874,,17491259.75,Due,False
X6875,,17491265.25,Due,False
X6876,,17491267.9,Due,False
X6880,,17492111.64,Due,False
X6891,,17494644.95,Advance,False
X6898,,17495587.19,Due,False
X6899,,17497284.81,Advance,False
X6901,,17497290.62,Advance,False
X6903,,17497294.93,Due,False
X6908,,17498147.93,Advance,False
X6911,,17498163.06,Advance,False
X6913,,17498168.83,Advance,False
X6914,,17498205.57,Advance,False
X6915,,17498209.17,Advance,False
X6918,,17498218.83,Advance,False
X6919,,17500759.18,Due,False
X6920,,17500769.9,Advance,False
X6932,,17501627.2,Due,False
X6933,,17504199.89,Advance,False
X6935,,17504206.87,Due,False
X6944,,17504403.3,Due,False
X6945,,17504404.8,Advance,False
X6947,,17504409.44,Due,False
X6948,,17504418.82,Due,False
X6949,,17504426.26,Due,False
X6950,,17504434.11,Due,False
X6951,,17506969.46,Advance,False
X6952,,17506964.33,Advance,False
X6953,,17507600.25,Advance,False
X6954,,17507603.64,Advance,False
X6955,,17507604.68,Advance,False
X6956,,17507610.45,Advance,False
X6957,,17507612.27,Advance,False
X6958,,17507613.53,Advance,False
X6959,,17507615.6,Due,False
X6968,,17507667.19,Due,False
X6969,,17507669.34,Advance,False
X6970,,17507670.73,Advance,False
X6971,,17507673.41,Due,False
X6972,,17507674.89,Advance,False
X6973,,17507675.73,Due,False
X6974,,17507676.37,Due,False
X6975,,17507677.2,Due,False
X6976,,17508686.76,Due,False
X6977,,17508689.77,Due,False
X6978,,17509371.59,Due,False
X6979,,17509381.39,Advance,False
X6980,,17509399.13,Advance,False
X6981,,17509402.29,Advance,False
X6982,,17509403.92,Due,False
X6991,,17510294.1,Due,False
X6992,,17510298.88,Due,False
X6998,,17514572.74,Advance,False
X6999,,17514575.55,Advance,False
X7000,,17514581.48,Due,False
X7001,,17514593.79,Due,False
X7003,,17514598.27,Due,False
X7004,,17514604.43,Advance,False
X7005,,17514606.94,Due,False
X7006,,17514617.95,Due,False
X7007,,17514625.62,Due,False
X7008,,17514636.09,Due,False
X7009,,17515431.08,Due,False
X7010,,17515438.82,Advance,False
X7025,,17516282.74,Due,False
X7026,,17516509.62,Advance,False
X7027,,17516486.34,Advance,False
X7028,,17516487.73,Due,False
X7029,,17516505.82,Advance,False
X7030,,17516511.55,Advance,False
X7031,,17516513.14,Due,False
X7032,,17516514.44,Due,False
X7033,,17516515.72,Advance,False
X7036,,17519753.47,Due,False
X7038,,17519759.86,Due,False
X7039,,17519769.74,Due,False
X7040,,17519771.33,Due,False
X7047,,17519813.33,Advance,False
X7048,,17521512.5,Advance,False
X7050,,17521518.71,Advance,False
X7051,,17521519.51,Due,False
X7052,,17521520.72,Due,False
X7053,,17521522.84,Advance,False
X7054,,17521531.75,Due,False
X7055,,17521547.41,Advance,False
X7068,,17522429.26,Advance,False
X7069,,17522436.16,Advance,False
X7070,,17522433.48,Due,False
X7071,,17522437.15,Advance,False
X7072,,17522440.32,Advance,False
X7081,,17525870.89,Advance,False
X7082,,17525872.74,Advance,False
X7083,,17525876.86,Due,False
X7084,,17525879.8,Due,False
X7085,,17525882.48,Advance,False
X7086,,17525886.2,Advance,False
X7087,,17525889.56,Advance,False
X7088,,17525893.25,Due,False
X7089,,17527503.05,Advance,False
X7091,,17527511.06,Due,False
X7092,,17527514.56,Due,False
X7093,,17527517.54,Advance,False
X7094,,17527520.89,Advance,False
X7095,,17527527.09,Advance,False
X7096,,17527531.58,Advance,False
X7097,,17527534.45,Advance,False
X7098,,17527536.78,Advance,False
X7099,,17527598.92,Advance,False
X7100,,17528373.74,Advance,False
X7101,,17528376.04,Due,False
X7111,,17528453.22,Due,False
X7112,,17528455.7,Advance,False
X7113,,17531037.09,Due,False
X7114,,17531037.96,Due,False
X7115,,17531039.64,Due,False
X7116,,17531040.0,Due,False
X7117,,17531040.55,Due,False
X7133,,17543265.2,Due,False
X7134,,17531896.04,Advance,False
X7135,,17531901.55,Advance,False
X7136,,17533579.26,Advance,False
X7137,,17533582.14,Advance,False
X7138,,17533582.99,Due,False
X7139,,17533594.44,Due,False
X7142,,17533606.61,Due,False
X7143,,17533611.43,Due,False
X7144,,17533626.97,Due,False
X7145,,17533632.4,Due,False
X7146,,17533633.83,Advance,False
X7147,,17533635.81,Due,False
X7148,,17533652.58,Due,False
X7153,,17543265.04,Due,False
X7154,,17534538.38,Advance,False
X7155,,17534539.35,Due,False
X7156,,17548470.2,Due,False
X7157,,17534544.08,Advance,False
X7158,,17534547.35,Advance,False
X7159,,17534613.25,Advance,False
X7160,,17534617.62,Advance,False
X7161,,17534622.99,Advance,False
X7162,,17534624.87,Due,False
X7163,,17534640.66,Due,False
X7166,,17537216.28,Advance,False
X7167,,17537207.4,Due,False
X7168,,17537209.69,Due,False
X7169,,17576719.6,Due,False
X7171,,17537214.8,Advance,False
X7172,,17537218.45,Advance,False
X7173,,17537221.34,Advance,False
X7178,,17540504.46,Advance,False
X7186,,17540587.6,Advance,False
X7187,,17541367.67,Due,False
X7189,,17543197.55,Due,False
X7190,,17543208.45,Advance,False
X7191,,17543213.9,Due,False
X7192,,17543216.93,Advance,False
X7193,,17543242.0,Due,False
X7194,,17543258.41,Due,False
X7196,,17543267.5,Due,False
X7197,,17543271.31,Due,False
X7198,,17543272.72,Due,False
X7205,,17543891.47,Due,False
X7207,,17543918.74,Due,False
X7214,,17546144.44,Due,False
X7216,,17546146.42,Due,False
X7217,,17546147.26,Advance,False
X7218,,17546673.1,Due,False
X7219,,17546149.47,Due,False
X7221,,17546679.26,Due,False
X7222,,17546151.79,Due,False
X7223,,17546153.33,Due,False
X7225,,17546156.64,Due,False
X7228,,17546655.74,Advance,False
X7232,,17546667.42,Due,True
X7240,,17550997.77,Advance,False
X7241,,17580155.04,Due,False
X7244,,17555618.14,Advance,False
X7245,,17556389.83,Due,False
X7249,,17555623.83,Due,False
X7253,,17556450.15,Advance,False
X7254,,17556452.83,Advance,False
X7255,,17556454.89,Advance,False
X7256,,17556456.44,Due,False
X7257,,17556461.07,Advance,False
X7258,,17556463.99,Due,False
X7263,,17556520.0,Due,False
X7270,,17558199.7,Due,False
X7271,,17612480.0,Due,False
X7272,,17558204.22,Due,False
X7273,,17558207.5,Due,False
X7274,,17581196.61,Due,False
X7278,,17559389.64,Due,False
X7279,,17559392.27,Advance,False
X7281,,17559395.31,Due,False
X7284,,17559413.51,Due,False
X7285,,17561135.15,Advance,False
X7288,,17567957.55,Due,False
X7289,,17567958.92,Due,False
X7290,,17567961.77,Due,False
X7292,,17567964.02,Due,False
X7294,,17567965.75,Due,False
X7295,,17567967.39,Due,False
X7297,,17569667.41,Due,False
X7303,,17569709.46,Due,False
X7308,,17569714.81,Due,False
X7309,,17570288.03,Advance,False
X7310,,17570288.49,Due,False
X7311,,17694739.68,Due,False
X7312,,17570292.78,Due,False
X7313,,17570296.12,Due,False
X7314,,17570297.13,Due,False
X7315,,17570299.65,Due,False
X7316,,17570843.72,Advance,False
X7317,,17572854.13,Due,False
X7318,,17580148.63,Due,False
X7319,,17572858.71,Due,False
X7337,,17574861.84,Due,False
X7347,,17575448.04,Due,False
X7348,,17575449.04,Due,False
X7349,,17575450.02,Advance,False
X7350,,17575451.04,Advance,False
X7354,,17575454.67,Due,False
X7355,,17575455.7,Due,False
X7373,,17581044.45,Due,False
X7379,,17611758.18,Due,False
X7381,,17581179.39,Due,False
X7383,,17581181.82,Due,False
X7384,,17581248.6,Advance,False
X7385,,17581250.88,Due,False
X7386,,17581900.63,Due,False
X7387,,17581921.46,Due,False
X7388,,17581966.93,Due,False
X7391,,17582377.84,Due,False
X7394,,17582381.89,Due,False
X7395,,17582851.37,Advance,False
X7398,,17582385.97,Advance,False
X7401,,17582854.17,Due,False
X7405,,17586757.76,Due,False
X7406,,17586760.94,Due,False
X7407,,17586762.88,Due,False
X7408,,17586768.86,Advance,False
X7423,,17588537.82,Advance,False
X7429,,17588544.12,Due,False
X7430,,17588544.62,Due,False
X7431,,17588545.26,Due,False
X7432,,17603944.46,Due,False
X7433,,17588551.99,Due,False
X7434,,17588553.54,Due,True
X7435,,17588555.1,Due,False
X7436,,17588559.34,Advance,False
X7439,,17591883.74,Advance,False
X7440,,17591886.64,Advance,False
X7441,,17591890.32,Advance,False
X7442,,17591891.17,Due,False
X7447,,17593969.94,Due,False
X7448,,17593971.23,Due,False
X7449,,17593972.95,Due,False
X7450,,17593978.64,Due,False
X7451,,17593980.87,Due,False
X7453,,17612479.85,Due,False
X7454,,17594571.01,Due,False
X7455,,17597507.23,Advance,False
X7456,,17597513.21,Advance,False
X7457,,17597518.79,Due,False
X7458,,17597522.23,Due,False
X7459,,17597524.27,Advance,False
X7460,,17597526.64,Due,False
X7461,,17597542.35,Due,False
X7470,,17597597.94,Due,False
X7476,,17598761.29,Due,False
X7477,,17598775.99,Due,False
X7478,,17600500.92,Due,False
X7482,,17600464.76,Due,False
X7484,,17600481.97,Due,False
X7485,,17600483.25,Advance,False
X7488,,17601130.78,Advance,False
X7489,,17601132.05,Due,False
X7490,,17601133.45,Advance,False
X7491,,17601134.41,Due,False
X7492,,17601137.66,Due,False
X7496,,17601155.02,Due,False
X7497,,17603937.55,Advance,False
X7507,,17604772.28,Due,True
X7508,,17606267.34,Advance,False
X7514,,17611734.03,Advance,False
X7515,,17606275.82,Due,False
X7521,,17612474.38,Due,False
X7522,,17606916.89,Advance,False
X7523,,17606337.0,Due,False
X7525,,17606340.97,Due,False
X7526,,17606918.6,Due,False
X7527,,17606345.2,Due,False
X7530,,17606944.93,Due,False
X7531,,17611696.96,Due,False
X7532,,17611702.54,Advance,False
X7538,,17611729.08,Due,False
X7539,,17611731.66,Due,False
X7540,,17611740.05,Due,False
X7541,,17611740.87,Advance,False
X7542,,17611741.05,Due,False
X7543,,17612479.61,Due,False
X7544,,17612477.01,Due,False
X7549,,17612582.81,Due,False
X7551,,17613801.21,Advance,False
X7552,,17616003.14,Advance,False
X7553,,17616006.72,Due,False
X7554,,17616015.92,Due,False
X7555,,17616018.12,Due,False
X7558,,17616027.66,Due,False
X7559,,17616029.07,Due,False
X7560,,17616030.47,Due,False
X7561,,17616031.94,Due,False
X7562,,17616034.04,Due,False
X7568,,17616873.17,Advance,False
X7569,,17616883.99,Advance,False
X7570,,17616875.76,Due,False
X7571,,17616877.97,Due,False
X7572,,17616878.96,Due,False
X7573,,17616879.8,Due,False
X7575,,17643284.82,Due,False
X7576,,17618568.49,Advance,False
X7577,,17618570.61,Advance,False
X7578,,17622042.96,Due,False
X7587,,17622060.57,Due,False
X7588,,17622064.29,Advance,False
X7591,,17624371.62,Due,False
X7597,,17624107.34,Due,False
X7598,,17652358.53,Due,False
X7599,,17624234.16,Advance,False
X7605,,17658382.48,Advance,False
X7607,,17624265.55,Due,False
X7608,,17624370.52,Due,False
X7611,,17625364.88,Advance,False
X7612,,17624710.13,Due,False
X7616,,17624738.32,Due,False
X7619,,17624746.95,Due,False
X7620,,17625375.17,Advance,False
X7621,,17625379.41,Due,False
X7622,,17625392.27,Due,False
X7623,,17627330.03,Due,False
X7624,,17625404.38,Advance,False
X7627,,17625413.46,Advance,False
X7628,,17625415.74,Due,False
X7629,,17625418.75,Advance,False
X7633,,17627332.93,Due,False
X7634,,17627336.83,Due,False
X7635,,17636331.32,Due,False
X7636,,17627352.16,Due,False
X7638,,17754846.51,Advance,False
X7639,,17629006.72,Due,False
X7640,,17628135.84,Advance,False
X7643,,17629005.77,Due,False
X7645,,17629007.7,Advance,False
X7646,,17629010.03,Advance,False
X7648,,17629011.67,Due,False
X7649,,17629012.21,Due,False
X7657,,17633735.48,Due,False
X7658,,17633737.61,Due,False
X7659,,17633740.58,Due,False
X7660,,17633773.1,Due,False
X7661,,17634011.94,Due,False
X7662,,17634013.53,Due,False
X7663,,17634014.21,Due,False
X7664,,17636307.4,Due,False
X7665,,17636334.7,Due,False
X7667,,17636357.46,Due,False
X7668,,17636361.01,Advance,False
X7669,,17636377.87,Due,True
X7670,,17636379.63,Due,False
X7681,,17637404.24,Due,True
X7682,,17638043.64,Advance,False
X7683,,17638039.57,Advance,False
X7686,,17638084.29,Due,False
X7687,,17638085.73,Due,False
X7688,,17638091.82,Due,False
X7689,,17638095.2,Due,False
X7690,,17638097.36,Due,False
X7691,,17638098.83,Due,False
X7692,,17638099.56,Due,False
X7693,,17638105.72,Advance,False
X7694,,17638120.06,Due,False
X7695,,17638120.87,Due,False
X7696,,17652363.03,Advance,False
X7699,,17638137.93,Advance,False
X7700,,17638169.58,Advance,False
X7701,,17640204.19,Advance,False
X7706,,17640211.89,Due,False
X7711,,17641100.31,Advance,False
X7712,,17641101.57,Due,False
X7713,,17641102.76,Advance,False
X7722,,17642791.2,Due,False
X7723,,17642792.25,Advance,False
X7725,,17642795.45,Due,False
X7726,,17642797.79,Due,False
X7727,,17642799.37,Due,False
X7728,,17642801.38,Due,False
X7729,,17642802.33,Due,False
X7730,,17643274.13,Due,True
X7731,,17648062.0,Advance,False
X7732,,17643505.33,Due,False
X7733,,17643509.34,Advance,False
X7744,,17647171.4,Advance,False
X7746,,17647183.64,Due,True
X7747,,17647185.03,Due,False
X7748,,17647185.98,Advance,False
X7749,,17647187.2,Advance,False
X7750,,17647188.25,Due,False
X7751,,17647188.65,Due,False
X7752,,17647189.9,Due,False
X7753,,17648898.45,Due,False
X7760,,17648913.81,Due,False
X7761,,17652283.64,Advance,False
X7762,,17652285.31,Advance,False
X7763,,17652304.78,Advance,False
X7764,,17652308.0,Due,False
X7765,,17652309.88,Due,False
X7768,,17652326.25,Due,False
X7780,,17652365.77,Due,False
X7781,,17652366.22,Due,False
X7782,,17652369.37,Due,False
X7783,,17653191.1,Due,False
X7790,,17655380.61,Due,False
X7795,,17655468.21,Advance,False
X7796,,17655502.61,Due,False
X7797,,17655506.09,Due,False
X7798,,17655513.04,Due,False
X7799,,17658381.92,Advance,True
X7800,,17658388.17,Due,False
X7801,,17658401.57,Advance,False
X7802,,17658404.33,Due,False
X7803,,17658406.18,Due,True
X7813,,17658425.07,Due,False
X7814,,17664162.33,Due,False
X7815,,17658427.03,Advance,False
X7816,,17658427.73,Advance,False
X7817,,17658429.33,Advance,False
X7820,,17658432.65,Due,False
X7822,,17658959.63,Advance,False
X7823,,17659248.79,Advance,False
X7824,,17659256.26,Advance,False
X7825,,17659257.37,Due,False
X7826,,17659260.35,Due,False
X7827,,17659265.33,Advance,False
X7828,,17659267.67,Advance,False
X7829,,17659276.41,Due,False
X7830,,17660087.7,Due,False
X7831,,17660089.92,Due,False
X7832,,17660109.66,Advance,False
X7840,,17661014.48,Due,False
X7841,,17768654.18,Due,False
X7843,,17661023.11,Due,False
X7844,,17661023.89,Advance,False
X7845,,17661026.03,Advance,False
X7848,,17664112.3,Due,False
X7849,,17664117.13,Due,False
X7850,,17664118.56,Advance,False
X7851,,17664121.56,Advance,False
X7853,,17664137.82,Due,False
X7856,,17664339.14,Advance,False
X7857,,17664854.9,Due,True
X7858,,17664857.69,Due,False
X7863,,17665345.39,Due,False
X7864,,17665346.18,Advance,False
X7865,,17665346.74,Due,False
X7866,,17667484.39,Advance,False
X7868,,17667492.54,Due,False
X7869,,17667494.45,Due,False
X7870,,17667495.93,Due,False
X7871,,17667525.89,Due,True
X7873,,17683474.49,Due,False
X7874,,17683475.69,Due,False
X7875,,17683477.39,Due,False
X7876,,17683478.15,Advance,False
X7877,,17683479.09,Due,False
X7878,,17683482.24,Due,False
X7879,,17683483.67,Due,False
X7880,,17683484.56,Due,False
X7881,,17684318.41,Advance,False
X7882,,17684343.39,Due,False
X7883,,17684345.92,Due,False
X7884,,17684352.45,Due,False
X7885,,17684352.74,Due,False
X7886,,17684353.08,Due,False
X7887,,17684354.22,Advance,False
X7888,,17684355.99,Due,False
X7890,,17685204.08,Due,False
X7895,,17688663.64,Advance,False
X7896,,17688689.34,Due,False
X7897,,17688708.05,Due,False
X7899,,17688707.95,Due,False
X7900,,17688709.56,Due,False
X7901,,17688712.59,Due,False
X7912,,17689775.32,Due,False
X7913,,17689778.68,Advance,False
X7914,,17689783.26,Advance,False
X7915,,17689785.48,Due,False
X7924,,17694261.65,Advance,False
X7925,,17694263.42,Advance,False
X7926,,17694283.1,Due,False
X7927,,17694285.72,Due,False
X7928,,17694659.43,Due,False
X7929,,17694297.08,Due,False
X7930,,17694301.09,Due,False
X7931,,17694304.95,Advance,False
X7932,,17694307.24,Due,False
X7933,,17694661.77,Due,False
X7934,,17694669.0,Due,False
X7935,,17694669.86,Due,False
X7944,,17694693.73,Due,False
X7945,,17694708.68,Due,False
X7946,,17703010.04,Due,False
X7947,,17697662.73,Due,False
X7948,,17697667.48,Due,False
X7954,,17700471.2,Due,False
X7955,,17701281.55,Due,False
X7959,,17701330.35,Advance,False
X7962,,17701335.51,Due,False
X7963,,17701338.53,Advance,False
X7964,,17701341.1,Due,False
X7965,,17701342.43,Due,False
X7966,,17701343.92,Due,False
X7968,,17701471.44,Advance,False
X7969,,17701482.06,Due,False
X7971,,17701561.38,Due,False
X7972,,17703014.17,Due,False
X7973,,17703014.82,Due,False
X7974,,17703022.69,Due,False
X7975,,17703026.65,Due,False
X7977,,17703040.03,Due,False
X7979,,17703057.3,Due,False
X7987,,17706789.21,Due,False
X7988,,17706798.7,Due,False
X7989,,17706805.23,Due,False
X7990,,17706807.03,Due,False
X7991,,17706810.28,Due,False
X7992,,17706811.41,Due,False
X7993,,17706812.22,Due,False
X7996,,17706824.11,Due,False
X7997,,17706825.28,Advance,False
X8000,,17707648.3,Due,False
X8002,,17707653.8,Due,False
X8003,,17707654.7,Due,False
X8004,,17707655.21,Due,False
X8005,,17709798.28,Advance,False
X8006,,17709935.81,Due,False
X8011,,17709889.08,Advance,False
X8013,,17709928.79,Advance,False
X8014,,17709932.14,Due,False
X8016,,17709935.21,Due,False
X8018,,17709981.06,Advance,False
X8020,,17714453.62,Advance,False
X8022,,17712065.77,Due,False
X8023,,17712066.2,Due,False
X8024,,17712067.11,Due,False
X8025,,17715416.89,Due,False
X8026,,17714450.02,Due,False
X8027,,17714456.89,Due,False
X8028,,17714462.3,Due,False
X8029,,17714506.2,Due,False
X8030,,17714507.49,Due,False
X8031,,17715401.85,Advance,False
X8046,,17720212.27,Due,False
X8047,,17720220.11,Advance,False
X8048,,17721124.88,Due,True
X8049,,17721129.0,Advance,False
X8050,,17721137.03,Due,False
X8051,,17724505.28,Due,False
X8053,,17724524.64,Due,False
X8055,,17724538.96,Due,False
X8056,,17724547.06,Advance,False
X8057,,17724553.96,Due,True
X8058,,17724558.78,Due,False
X8065,,17724693.95,Due,False
X8069,,17724725.94,Due,False
X8070,,17724728.04,Due,False
X8071,,17724788.98,Due,False
X8072,,17725361.15,Advance,False
X8073,,17725386.24,Advance,False
X8074,,17725426.13,Advance,False
X8075,,17725426.74,Due,False
X8077,,17726252.18,Due,False
X8078,,17726282.69,Due,False
X8079,,17726296.82,Advance,False
X8080,,17726308.18,Advance,False
X8081,,17726327.0,Advance,False
X8086,,17727163.16,Due,False
X8087,,17728000.4,Due,False
X8088,,17728003.95,Due,False
X8089,,17728009.56,Due,False
X8090,,17730569.82,Due,False
X8091,,17730573.2,Due,False
X8092,,17730574.05,Due,False
X8093,,17730577.26,Advance,False
X8094,,17730580.7,Due,False
X8095,,17730581.64,Due,False
X8096,,17731415.59,Due,False
X8098,,17731454.72,Due,False
X8099,,17731460.46,Advance,False
X8100,,17731467.42,Due,False
X8101,,17731516.85,Due,False
X8102,,17732229.23,Advance,False
X8103,,17732235.37,Advance,False
X8104,,17732258.15,Due,False
X8105,,17732368.28,Due,False
X8106,,17734008.07,Due,False
X8108,,17734015.75,Advance,False
X8110,,17734019.83,Due,False
X8111,,17736576.13,Due,False
X8112,,17736588.81,Due,False
X8113,,17736593.17,Due,False
X8114,,17736606.76,Due,False
X8115,,17736610.38,Advance,False
X8116,,17736612.78,Advance,False
X8117,,17737551.37,Due,True
X8118,,17738323.18,Advance,False
X8119,,17738326.36,Due,False
X8120,,17738328.36,Due,False
X8121,,17738330.38,Due,False
X8122,,17738359.88,Due,False
X8123,,17738371.23,Advance,False
X8124,,17738372.44,Due,False
X8125,,17738433.26,Due,False
X8126,,17738435.31,Advance,False
X8127,,17738438.49,Due,False
X8128,,17738440.53,Due,False
X8129,,17740143.1,Advance,False
X8130,,17740138.73,Advance,False
X8131,,17740128.86,Advance,False
X8132,,17740150.19,Due,False
X8133,,17742590.9,Due,False
X8135,,17744342.08,Advance,False
X8136,,17744346.22,Advance,False
X8137,,17744374.52,Advance,False
X8138,,17744377.82,Advance,False
X8139,,17744384.16,Advance,False
X8140,,17744392.02,Advance,False
X8141,,17744395.05,Due,False
X8142,,17744402.53,Due,False
X8143,,17744411.45,Due,False
X8144,,17744412.98,Due,False
X8145,,17744414.77,Due,False
X8146,,17746112.04,Due,False
X8147,,17746136.21,Due,False
X8148,,17746147.44,Due,False
X8149,,17746193.42,Due,False
X8150,,17746196.12,Due,False
X8151,,17746197.49,Due,False
X8153,,17748765.61,Advance,False
X8154,,17748862.81,Advance,False
X8155,,17748866.21,Advance,False
X8156,,17748870.32,Due,False
X8157,,17748873.5,Advance,False
X8158,,17748875.65,Advance,False
X8160,,17748887.23,Advance,False
X8161,,17748889.02,Advance,False
X8162,,17748890.72,Advance,False
X8163,,17748893.34,Due,False
X8164,,17748916.81,Due,False
X8165,,17748924.06,Due,False
X8166,,17748924.68,Due,False
X8167,,17751356.73,Due,False
